###PI
Diferentes economias têm investido em fórmulas regionais de integração produtiva, nas quais economias menores exportam bens de produção para economias maiores (como Brasil e China), que exportam bens finais para as menores.;ERRADO
A globalização cristaliza a divisão internacional do trabalho, tornando obstáculo absoluto para que países de renda média ou menos desenvolvidos se reposicionem competitivamente.;ERRADO
A globalização enseja livre expansão da mobilidade internacional de fatores de produção, capital financeiro, investimentos, conhecimento e mão de obra qualificada e informal.;ERRADO
O reforço do multilateralismo, os custos do isolamento e exigências de competitividade limitam estratégias nacionais autárquicas ou fortemente protecionistas.;CERTO
A teoria da interdependência complexa, de Robert Keohane e Joseph Nye, caracteriza-se pela não hierarquização de temas na política internacional.;CERTO
Para o liberalismo institucional, instituições internacionais ajudam a promover cooperação entre Estados e mitigar efeitos da anarquia internacional.;CERTO
Para a Escola de Copenhague, o sucesso da securitização independe da existência de ameaça real ao Estado.;CERTO
As teorias de Hans Morgenthau e John Mearsheimer caracterizam-se pelo realismo defensivo.;ERRADO
Em 1947, o Brasil rompeu relações diplomáticas com a União Soviética.;CERTO
Na IV Reunião de Consulta dos Ministros das Relações Exteriores das Américas (1951), o chanceler brasileiro defendeu o desenvolvimento como forma de conter o comunismo na América Latina.;CERTO
O Brasil apoiou a intervenção de potências ocidentais na guerra civil grega.;CERTO
O Brasil absteve-se na votação da ONU que declarou a República Popular da China culpada pela agressão norte-coreana na Guerra da Coreia.;ERRADO
Em 1961, no contexto da Política Externa Independente, o Brasil enviou missão comercial à China chefiada por João Goulart.;CERTO
Fernando Collor de Mello foi o primeiro presidente brasileiro a realizar visita oficial à China e à Ásia continental.;CERTO
O regime militar brasileiro impediu a normalização das relações com Pequim, que só ocorreu após a redemocratização em 1985.;ERRADO
Em 1952, o Brasil oficializou apoio à China Nacionalista ao instalar embaixada em Taipé.;CERTO
A China busca restringir investimentos em atividades poluidoras e comprometeu-se com os EUA a retirar gradualmente subsídios a combustíveis fósseis.;CERTO
Em 2015, o Brasil superou a Venezuela como principal destino de investimentos chineses na América Latina, com maior peso de infraestrutura.;CERTO
Em abril de 2016, a China anunciou programa de exploração de nova rota marítima no Ártico para expandir comércio.;CERTO
