Estrutura político-administrativa da América Portuguesa;"Capitanias hereditárias (1534 – séc. XVIII): modelo descentralizado criado por D. João III; território dividido em 15 capitanias concedidas a donatários por Carta de Doação e Foral; donatários exerciam poderes administrativos, judiciais e militares e distribuíam sesmarias; apenas Pernambuco e São Vicente prosperaram; gradualmente retomadas pela Coroa."
Estrutura político-administrativa da América Portuguesa;"Governo-Geral (1548 – 1763): criado para centralizar a administração sem extinguir as capitanias; primeiro governador-geral foi Tomé de Souza (1549), com capital em Salvador; estrutura composta por governador-geral, provedor-mor (finanças), ouvidor-mor (justiça) e capitão-mor da costa (defesa)."
Estrutura político-administrativa da América Portuguesa;"Vice-Reino do Brasil (1774 – 1808): reorganização administrativa sob maior controle da Coroa; capital no Rio de Janeiro desde 1763; ampliou a centralização política e administrativa."
Estrutura político-administrativa da América Portuguesa;"Câmaras municipais (1530s – 1822): instituições locais dominadas pelos “homens bons”; compostas por juiz, vereadores e procurador; exerciam funções de justiça local, administração urbana, abastecimento e arrecadação de impostos."
Estrutura político-administrativa da América Portuguesa;"Conselho Ultramarino (1642 – 1808): órgão sediado em Lisboa, subordinado ao rei; responsável pela administração e supervisão das colônias; reforçava a centralização metropolitana."
Tratados de Fronteira do Brasil Colônia;"Tratado de Tordesilhas (1494): dividiu o mundo entre Portugal e Espanha por linha imaginária a oeste de Cabo Verde; terras a leste para Portugal e a oeste para Espanha."
Tratados de Fronteira do Brasil Colônia;"Tratado de Utrecht (1713): definiu o rio Oiapoque/Vicente Pinzón como limite com a França; franceses desistiram de pretensões territoriais ao sul."
Tratados de Fronteira do Brasil Colônia;Tratado de Utrecht (1715): restituiu Sacramento a Portugal após conquista espanhola de 1705.
Tratados de Fronteira do Brasil Colônia;"Tratado de Madri (1750): negociado por Alexandre de Gusmão; baseado no princípio do uti possidetis; reconheceu violações de Tordesilhas; aproximou as fronteiras das atuais; Sacramento para Espanha e Sete Povos das Missões para Portugal."
Tratados de Fronteira do Brasil Colônia;"Tratado de El Pardo (1761): anulou o Tratado de Madri durante a Guerra dos Sete Anos; retorno à situação baseada em Tordesilhas."
Tratados de Fronteira do Brasil Colônia;"Tratado de Santo Ildefonso (1777): retomou princípios de Madri; Sete Povos e Sacramento permaneceram com a Espanha; criou zona neutra no sul."
Tratados de Fronteira do Brasil Colônia;"Tratado de Badajoz (1801): encerrou a Guerra das Laranjas; Portugal manteve conquistas no sul do Brasil; cedeu Olivença à Espanha."
Sociedade brasileira na independência;"Estrangeiros: abertura aos estrangeiros em 1808; presença de suíços, alemães, franceses e ingleses; primeiras colônias em Santa Leopoldina (1818) e Nova Friburgo (1820); atuavam como artesãos, comerciantes, artistas e colonos."
Sociedade brasileira na independência;"Escravizados: número dobrou entre 1808–1831; 60% desembarcaram no Rio e 30% na Bahia; predominância de bantos e depois iorubás; distinção entre “boçais” e “ladinos”; presença de escravos de ganho e redes urbanas de solidariedade."
Sociedade brasileira na independência;"Aristocracia e elite: sociedade altamente hierarquizada; concessão de 254 títulos de nobreza após 1808; articulação entre reinóis e colonos; presença de mestiços na elite."
Sociedade brasileira na independência;"Mudanças sociais com a corte: crescimento populacional do Rio (50 mil → 80 mil); intensificação da “Segunda Escravidão”; transformações urbanas; introdução do neoclassicismo pela Missão Francesa; maior circulação feminina em espaços públicos."
PEB do Primeiro Reinado;Objetivo inicial: garantir reconhecimento internacional da independência e preservar a unidade territorial brasileira.
PEB do Primeiro Reinado;"Primeira fase (1822–1823): “fase soberana”, segundo Rubens Ricupero; liderada por José Bonifácio; defendia reconhecimento sem concessões às potências europeias."
PEB do Primeiro Reinado;"Segunda fase (1823–1825): “fase dinástica”; após queda de Bonifácio, política externa passou a atender interesses dos Bragança e aceitou concessões para obter reconhecimento."
Reconhecimento da Independência;Primeiros reconhecimentos: Reinos de Onim e Benim (1823), Argentina (1823), Estados Unidos (1824) e México (1825).
Reconhecimento da Independência;"Portugal: reconhecimento mediado pela Inglaterra e por Sir Charles Stuart; Tratado de Paz, Aliança e Amizade (1825); Portugal reconheceu a independência mediante indenização de 2 milhões de libras, renúncia às colônias portuguesas e tarifa de 15% sobre produtos portugueses."
;
;
Reconhecimento da Independência;Inglaterra: reconhecimento condicionado à assinatura da Convenção contra o tráfico (1826), pela qual o Brasil se comprometia a abolir o tráfico negreiro em três anos, e do Tratado de Amizade, Comércio e Navegação (1827), que concedia tarifa preferencial de 15% aos produtos britânicos por 15 anos.
