A ONU foi fundada em 1945 com mais de 100 países membros.;❌ Errado. A ONU foi fundada em 1945 com apenas 50 países membros. Atualmente, são 191 Estados filiados.;
Nos anos 1990, os países do antigo Terceiro Mundo viram uma chance de remodelar a ordem global por meio das organizações internacionais.;✅ Certo. A década de 1990 trouxe a expectativa de reformulação global, com foco em instituições como a ONU, após o fim da Guerra Fria.;
O Conselho de Segurança da ONU permaneceu inquestionado após o fim da Guerra Fria.;❌ Errado. O Conselho de Segurança passou a ser alvo de debates e propostas de reforma após o fim da bipolaridade EUA-URSS.;
As conferências patrocinadas pela ONU buscavam mobilizar governos e sociedade civil para temas globais específicos.;✅ Certo. Essas conferências visavam mobilização e conscientização em torno de questões específicas, envolvendo governos e ONGs.;
A participação de ONGs em conferências da ONU era irrelevante e apenas simbólica.;❌ Errado. Embora limitada, a atuação das ONGs influenciava a opinião pública e o conteúdo dos acordos firmados.;
A ONU realizava sessões especiais da Assembleia Geral cerca de cinco anos após uma conferência para avaliar seus resultados.;✅ Certo. Esse processo era usado para monitorar os compromissos e resultados das conferências.;
O Brasil teve participação insignificante nas conferências multilaterais da ONU nos anos 1990.;❌ Errado. A participação do Brasil foi significativa, buscando se adequar ao novo contexto internacional pós-Guerra Fria.;
O fim da Guerra Fria eliminou tanto a clivagem ideológica Leste-Oeste quanto a material Norte-Sul.;"❌ Errado. Apenas a clivagem ideológica (Leste-Oeste) foi superada; a clivagem material (Norte-Sul) ainda persistia.";
As conferências da ONU buscavam estabelecer compromissos legais obrigatórios para os países participantes.;❌ Errado. Os compromissos eram principalmente morais, não legais, mas seguiam sendo monitorados pela ONU.;
As conferências internacionais da ONU também serviam para compartilhar experiências e buscar consensos.;✅ Certo. Esse era um dos objetivos centrais: troca de experiências e construção de consensos internacionais.;
A Cúpula Mundial sobre a Criança ocorreu em setembro de 1990 e contou com a presença de chefes de Estado e governo.;✅ Certo. Foi a primeira vez que tantos chefes de Estado participaram de uma conferência da ONU, dando início ao ciclo das conferências ad hoc.;
A Declaração de Sobrevivência, Proteção e Desenvolvimento das Crianças foi assinada por todos os 159 países presentes.;❌ Errado. Apenas 73 dos 159 países presentes assinaram a declaração.;
O Estatuto da Criança e do Adolescente (ECA), de 1990, e os artigos 227 e 228 da Constituição foram influenciados pela Convenção dos Direitos da Criança.;✅ Certo. O conteúdo da convenção teve influência direta na renovação da legislação brasileira relacionada à infância e adolescência.;
A Cúpula Mundial sobre a Criança não teve metas específicas definidas para o futuro.;❌ Errado. O Plano de Ação definiu metas para o ano 2000, como redução da mortalidade infantil, desnutrição e ampliação do acesso à educação e saúde.;
A Cúpula da Terra, ou Rio-92, ocorreu em Estocolmo em 1992.;❌ Errado. A Rio-92 aconteceu no Rio de Janeiro. Estocolmo foi sede da conferência ambiental anterior, em 1972.;
A Conferência do Rio de Janeiro foi a primeira grande conferência da era pós-bipolar.;✅ Certo. Com o fim da Guerra Fria, a Rio-92 marcou o início de uma nova fase de cooperação multilateral.;
A Rio-92 reuniu apenas delegações oficiais de governos, sem participação da sociedade civil.;❌ Errado. Além dos 172 países, participaram cerca de 2.400 ONGs, marcando a importância dos eventos paralelos.;
A Agenda 21 foi um dos principais documentos da Rio-92, com foco em desenvolvimento sustentável.;✅ Certo. Ela propôs integrar crescimento econômico, proteção ambiental e justiça social.;
A Rio-92 definiu que o desenvolvimento é um direito dos Estados e reafirmou a soberania sobre os recursos naturais.;✅ Certo. A conferência, por influência do Sul global, reconheceu a soberania nacional e as responsabilidades comuns, porém diferenciadas.;
O Protocolo de Cartagena sobre Biossegurança, de 2000, decorreu das decisões da Rio-92.;✅ Certo. Esse protocolo, sobre OGMs, surgiu como desdobramento das discussões sobre biodiversidade iniciadas na Rio-92.;
Os Estados Unidos ratificaram todas as convenções ambientais resultantes da Rio-92.;❌ Errado. Os EUA não ratificaram convenções como as de biodiversidade e o Protocolo de Cartagena, apesar de serem os maiores emissores de CO₂.;
A Comissão de Desenvolvimento Sustentável (CDS) foi criada para apoiar a implementação da Agenda 21.;✅ Certo. A CDS auxiliava governos e sociedade civil a adotar práticas alinhadas ao desenvolvimento sustentável.;
A Rio-92 mostrou que as decisões de uma conferência não têm impacto nas outras.;❌ Errado. A conferência estabeleceu um sistema interligado em que as decisões de uma influenciam as demais.;
A Conferência de Viena sobre Direitos Humanos foi realizada em 1993 com participação de 171 países e mais de mil ONGs.;Certo — O evento reuniu ampla representação internacional e da sociedade civil, refletindo a importância global dos direitos humanos.;
A conferência ocorreu em um contexto ainda marcado pela Guerra Fria e ausência de ONGs.;Errado — Diferente da de Teerã (1968), Viena ocorreu no pós-Guerra Fria, com presença massiva de ONGs e forte participação da sociedade civil.;
A tensão Norte-Sul surgiu em Viena pela ênfase em direitos civis e políticos, em detrimento dos direitos socioeconômicos.;Certo — Os países do Sul denunciaram a negligência aos direitos sociais e econômicos, apontando desigualdade no tratamento.;
A Declaração de Viena reafirmou a indivisibilidade dos direitos humanos, embora na prática houvesse seletividade.;Certo — Formalmente, a declaração pregava universalidade e indivisibilidade, mas a prática mostrava prioridades distintas entre os tipos de direitos.;
O Brasil teve papel passivo na conferência, apenas seguindo as decisões dos países desenvolvidos.;Errado — O Brasil teve atuação destacada, buscando posições conciliatórias e defendendo transparência, inclusive com supervisão de ONGs.;
A Declaração de Viena excluiu completamente temas como racismo e xenofobia.;Errado — A Declaração condenou expressamente o racismo e a xenofobia, além de valorizar os direitos de minorias e grupos vulneráveis.;
O direito à autodeterminação foi reconhecido, mas sem admitir o uso de violência.;Certo — A conferência reconheceu a autodeterminação como um direito coletivo, excluindo práticas violentas por considerá-las terrorismo.;
O direito de ingerência humanitária foi aceito pela conferência como princípio vinculante.;Errado — A ingerência humanitária não foi reconhecida formalmente pela conferência, embora tenha sido discutida com controvérsia.;
A Conferência de Viena resultou na criação imediata do Tribunal Penal Internacional.;"Errado — A ideia foi apoiada, mas o tribunal só seria criado em 1998; também se discutiu o Alto Comissariado de Direitos Humanos, instituído em 1994.";
A Comissão de Direitos Humanos da ONU recebia uma grande fatia do orçamento da organização.;Errado — Apesar de suas tarefas triplicarem, a CDH recebia menos de 1% do orçamento e contava com poucos funcionários.;
O Brasil, apesar de seus problemas internos de direitos humanos, defendeu a vinculação entre democracia, desenvolvimento e direitos humanos.;Certo — O país adotou posição favorável à transparência e à atuação das ONGs, reforçando o vínculo entre esses três pilares.;
A Conferência do Cairo de 1994 teve como principal tema o crescimento populacional.;❌ Errado. Embora o crescimento populacional fosse debatido, o foco central da conferência foi a relação entre população e desenvolvimento sustentável, com ênfase em direitos reprodutivos.;
Em 1994, o Brasil participou da Conferência do Cairo com uma delegação formada apenas por membros do governo.;❌ Errado. A delegação brasileira incluiu representantes da sociedade civil e especialistas escolhidos de forma democrática, o que foi destacado como exemplar.;
O direito reprodutivo e a igualdade de gênero foram temas importantes no Cairo.;✅ Certo. O direito reprodutivo, especialmente o das mulheres escolherem livremente o número e espaçamento dos filhos, foi central, assim como a busca por igualdade de direitos.;
O principal documento da Conferência do Cairo foi a Declaração Universal de População.;❌ Errado. O único documento extraído da conferência foi o Programa de Ação, sem um texto declarativo.;
O Brasil foi considerado um “construtor de consenso” durante a Conferência do Cairo.;✅ Certo. A atuação conciliadora e propositiva do Brasil foi reconhecida, e o país foi visto como um agente de consenso internacional, aspirando até um assento no Conselho de Segurança.;
A Cúpula de Copenhague em 1995 foi a primeira grande conferência internacional sobre desenvolvimento social.;✅ Certo. Foi a primeira reunião internacional substantiva dedicada ao tema do desenvolvimento social.;
Na Cúpula de Copenhague, o Brasil apresentou dados inéditos sobre sua desigualdade social.;✅ Certo. Pela primeira vez, o Brasil divulgou oficialmente à ONU dados de pobreza, analfabetismo e concentração de renda, destacando sua injustiça social.;
O resultado da Cúpula de Copenhague foi negativo, pois não houve nenhum compromisso firmado.;❌ Errado. Embora a aplicação prática tenha sido limitada, houve um resultado positivo, com a adoção de um Programa de Ação e uma Declaração abrangentes.;
A conferência de Copenhague negou a importância da sociedade civil no desenvolvimento.;❌ Errado. Pelo contrário, reafirmou a importância da participação da sociedade civil e da descentralização, em sintonia com as cimeiras anteriores.;
O G-77 teve atuação coesa e articulada durante a conferência de Copenhague.;❌ Errado. O G-77 não conseguiu articular-se politicamente de forma eficaz, o que dificultou a formulação de políticas desenvolvimentistas conjuntas.;
O crescimento econômico e a industrialização foram vistos como suficientes para garantir o desenvolvimento social.;❌ Errado. A conferência contestou essa visão simplista e destacou a necessidade de redistribuição justa da riqueza e compromisso político.;
A Conferência Mundial sobre a Mulher em Pequim foi a primeira da série sobre direitos das mulheres.;❌ Errado. Foi a quarta conferência da série, sucedendo as de México (1975), Copenhague (1980) e Nairóbi (1985).;
A Conferência de Pequim teve participação de mais de 180 países e cerca de 2 mil ONGs.;✅ Certo. Reuniu delegados de 189 países e representantes de mais de 2 mil ONGs.;
O Brasil foi liderado na Conferência de Pequim pela Ministra da Saúde.;❌ Errado. A chefe da delegação brasileira foi a Primeira-Dama Ruth Cardoso.;
"A expressão ""direitos sexuais"" foi suprimida da Plataforma de Ação de Pequim.";❌ Errado. A expressão foi mantida na Plataforma de Ação, mas retirada da Declaração.;
A Conferência de Pequim é considerada um marco na luta pelos direitos das mulheres.;✅ Certo. A Declaração e a Plataforma de Ação tornaram-se bases para os direitos das mulheres nas décadas seguintes.;
